# krno	tit	no of sp	uniq sp
KR6q0238	天寧法舟濟禪師剩語-明-道濟	9092	2996
KR6q0239	天然居士懷淨土詩-清-朱道則	5692	2203
KR6q0240	鶴山禪師執帚集-清-鶴山	20164	4537
KR6q0241	坐禪箴-日本-道元	93	56
KR6q0242	三根坐禪說-日本-瑩山	310	249
KR6q0243	禪宗頌古聯珠通集-宋-法應	224783	10001
KR6q0244	禪宗頌古聯珠通集-宋-法應	216722	10175
KR6q0245	宗門拈古彙集-清-淨符	233078	9162
KR6q0246	宗鑑法林-清-集雲堂	412322	11848
KR6q0247	禪門諸祖師偈頌-宋-子昇	36631	6438
KR6q0248	禪林類聚-元-道泰	115958	7707
KR6q0249	佛果擊節錄-宋-重顯	29080	3478
KR6q0250	焭絕老人天奇直註雪竇顯和尚頌古-明-本瑞	15444	2976
KR6q0251	林泉老人評唱投子青和尚頌古空谷集-宋-義青	57198	6856
KR6q0252	林泉老人評唱丹霞淳禪師頌古虗堂集-宋-子淳	54352	6522
KR6q0253	焭絕老人天奇直註天童覺和尚頌古-明-本瑞	18136	3474
KR6q0254	萬松老人評唱天童覺和尚拈古請益錄-宋-正覺	48995	5898
KR6q0255	徑石滴乳集-清-真在	45503	6283
KR6q0256	正法眼藏-宋-宗杲	76898	7003
KR6q0257	拈八方珠玉集-宋-祖慶	54277	4974
KR6q0258	通玄百問-元-圓通	4625	1763
KR6q0259	青州百問-元-一辯	5509	2124
KR6q0260	古尊宿語錄目錄-日本-道忠	509	192
KR6q0261	古尊宿語錄-宋-賾藏	317837	11289
KR6q0262	古尊宿語要目錄-日本-道忠	1577	754
KR6q0263	古尊宿語錄-宋-賾藏	298675	11267
KR6q0264	續古尊宿語要目錄-日本-道忠	3066	633
KR6q0265	續古尊宿語要-宋-師明	164686	9634
KR6q0266	四家語錄（序．引．跋）-唐-鶴徵	715	442
KR6q0267	馬祖道一禪師廣錄（四家語錄卷一）--	3549	1291
KR6q0268	百丈懷海禪師語錄（四家語錄卷二）--	1685	692
KR6q0269	百丈懷海禪師廣錄（四家語錄卷三）--	816	450
KR6q0270	五家語錄（序）-明-圓信	1764	859
KR6q0271	雪峰義存禪師語錄（真覺禪師語錄）-明-林弘衍	24105	4752
KR6q0272	善慧大士語錄-唐-樓頴	25980	5246
KR6q0273	龐居士語錄-唐-于頔	11270	2734
KR6q0274	石霜楚圓禪師語錄-北宋-(小師)慧南	11052	2738
KR6q0275	瑯琊慧覺禪師語錄（序）--(參學)用孫	318	234
KR6q0276	黃龍四家錄（序）-宋-秀人錢密	300	205
KR6q0277	雲菴克文禪師語錄（敘．疏．附錄）--(嗣法)福深	2635	1398
KR6q0278	寶覺祖心禪師語錄（黃龍四家錄第二）--(侍者)子和	11775	3084
KR6q0279	死心悟新禪師語錄（黃龍四家錄第三）--	6051	2028
KR6q0280	超宗慧方禪師語錄（黃龍四家錄第四）--	7292	2050
KR6q0281	雪峰慧空禪師語錄--(嗣法)慧弼	15276	3590
KR6q0282	長靈守卓禪師語錄--(嗣法)介諶	11554	3157
KR6q0283	雪菴從瑾禪師頌古--	919	633
KR6q0284	保寧仁勇禪師語錄--(參學)道務	15796	3524
KR6q0285	白雲守端禪師語錄--	7736	2367
KR6q0286	白雲守端禪師廣錄--(參學)處凝	20817	3927
KR6q0287	開福道寧禪師語錄--(嗣法小師)善果	16165	3598
KR6q0288	月林師觀禪師語錄--(侍者)法寶	6513	2321
KR6q0289	無門慧開禪師語錄--(侍者)普敬	12626	3316
KR6q0290	普菴印肅禪師語錄--	77870	7196
KR6q0291	佛果克勤禪師心要--(嗣法)子文	48341	5307
KR6q0292	虎丘紹隆禪師語錄--(參學)嗣端	6121	2201
KR6q0293	應菴曇華禪師語錄--(嗣法)守詮	44784	5750
KR6q0294	瞎堂慧遠禪師廣錄--(參學)齊己	41423	5930
KR6q0295	濟顛道濟禪師語錄-宋-沈孟柈	24620	3751
KR6q0296	普覺宗杲禪師語錄--(參學)法宏	26401	5654
KR6q0297	西山亮禪師語錄--(侍者)覺心	2258	1228
KR6q0298	率菴梵琮禪師語錄--(小師)了見	8126	2558
KR6q0299	北磵居簡禪師語錄--(參學)大觀	17877	4218
KR6q0300	物初大觀禪師語錄--(門人)德溥	13895	3662
KR6q0301	笑隱大訢禪師語錄--(門人)延俊	25433	5645
KR6q0302	偃溪廣聞禪師語錄--(侍者門人)元清	26124	4906
KR6q0303	大川普濟禪師語錄--(門人)元愷	15226	3742
KR6q0304	淮海原肇禪師語錄--(侍者門人)實仁	9108	3018
KR6q0305	介石智朋禪師語錄--(參學侍者)正賢	20835	4123
KR6q0306	無文道燦禪師語錄--(小師)惟康	8073	2663
KR6q0307	五家語錄（選錄）-唐-慧然	42065	4333
KR6q0308	龍源介清禪師語錄--(侍者)士洵	5194	2156
KR6q0309	曹源道生禪師語錄--(侍者)道冲	4211	1753
KR6q0310	痴絕道冲禪師語錄--(嗣法門人)智沂	38201	5524
KR6q0311	松源崇嶽禪師語錄--(參學)善開	27980	4545
KR6q0312	無明慧性禪師語錄--(侍者)妙儼	6566	2372
KR6q0313	運菴普巖禪師語錄--(侍者)元靖	3882	1841
KR6q0314	破菴祖先禪師語錄--(參學)圓照	11564	3291
KR6q0315	無準師範禪師語錄--(侍者)宗會	48416	6307
KR6q0316	無準和尚奏對語錄--(侍者)了南	4588	2072
KR6q0317	絕岸可湘禪師語錄--(嗣法門人)妙恩	15283	3787
KR6q0318	樵隱悟逸禪師語錄--(侍者)正定	16527	4040
KR6q0319	石田法薰禪師語錄--(門人)了覺	36106	5333
KR6q0320	劍關子益禪師語錄--(侍者)善珙	6746	2370
KR6q0321	環溪惟一禪師語錄--(參學)覺此	28708	5253
KR6q0322	希叟紹曇禪師語錄--(侍者)自悟	12227	3446
KR6q0323	希叟紹曇禪師廣錄--(侍者)法澄	65842	7016
KR6q0324	西巖了慧禪師語錄--(門人侍者)修義	18363	4466
KR6q0325	月磵禪師語錄--(嗣法)妙寅	26872	5028
KR6q0326	平石如砥禪師語錄--(嗣法門人)文才	10667	3289
KR6q0327	斷橋妙倫禪師語錄--(侍者)文寶	24346	4699
KR6q0328	方山文寶禪師語錄--(嗣法)先覩	5415	2127
KR6q0329	無見先覩禪師語錄--(嗣法門人)智度	11753	3687
KR6q0330	雪巖祖欽禪師語錄--(嗣法門人)昭如	49007	5880
KR6q0331	海印昭如禪師語錄--(門人)行純	11330	3327
KR6q0332	石屋清洪禪師語錄--(參學門人)至柔	19434	4462
KR6q0333	高峰原妙禪師語錄--	24053	4501
KR6q0334	高峰原妙禪師禪要--(侍者)持正	10934	2971
KR6q0335	天目明本禪師雜錄--	38099	5561
KR6q0336	天如惟則禪師語錄--(小師)善遇	88515	9239
KR6q0337	兀菴普寧禪師語錄--(侍者)淨韻	19932	4252
KR6q0338	石溪心月禪師語錄--(侍者)住顯	46143	6194
KR6q0339	石溪心月禪師雜錄--	6613	2445
KR6q0340	虛舟普度禪師語錄--(嗣法)淨伏	13346	3473
KR6q0341	即休契了禪師拾遺集-日本-及藏	11696	3353
KR6q0342	月江正印禪師語錄--(門人)居簡	43366	6281
KR6q0343	曇芳守忠禪師語錄--(嗣法)繼祖	18466	4389
KR6q0344	橫川行珙禪師語錄--(門人)本光	22012	4082
KR6q0345	古林清茂禪師語錄--(小師)元浩	57358	6345
KR6q0346	古林清茂禪師拾遺偈頌-日本-海壽	22008	4993
KR6q0347	了菴清欲禪師語錄--(參學)一志	97651	8584
KR6q0348	穆菴文康禪師語錄--(嗣法)清逸	4951	1992
KR6q0349	恕中無慍禪師語錄--(嗣法參學)宗黼	35844	6198
KR6q0350	了堂惟一禪師語錄--(門人)宗義	34373	5484
KR6q0351	呆菴普莊禪師語錄--(門人)慧啟	23581	4668
KR6q0352	元叟行端禪師語錄--(門人)法林	32361	6291
KR6q0353	楚石梵琦禪師語錄--(門人)祖光	103339	8441
KR6q0354	愚菴智及禪師語錄--(門人)觀通	33740	5943
KR6q0355	南石文琇禪師語錄--(門人)宗謐	28187	5347
KR6q0356	投子義青禪師語錄--(傳法)自覺	15454	3293
KR6q0357	投子義青禪師語錄--(嗣法)道楷	3354	1303
KR6q0358	丹霞子淳禪師語錄--(嗣法小師)慶預	11579	3069
KR6q0359	真歇清了禪師語錄--(侍者)德初	16795	3520
KR6q0360	淨慈慧暉禪師語錄--(弟子)明總	21373	3404
KR6q0361	雲外雲岫禪師語錄--(小師)士慘	9983	3278
KR6q0362	無明慧經禪師語錄--(嗣法)元賢	30290	5235
KR6q0363	晦臺元鏡禪師語錄--(嗣法)道盛	9380	2926
KR6q0364	見如元謐禪師語錄--(門人)道璞	7394	2482
KR6q0365	無異元來禪師廣錄--(法孫)弘瀚	135337	9858
KR6q0366	博山無異大禪語錄集要--(首座)成正	562	374
KR6q0367	永覺元賢禪師廣錄--(嗣法)道霈	184093	11738
KR6q0368	為霖道霈禪師秉拂語錄--(書記)太靖	10277	3273
KR6q0369	為霖道霈禪師餐香錄--(書記)太泉	49467	7023
KR6q0370	為霖道霈禪師還山錄--(侍者)興燈	27870	5586
KR6q0371	為霖禪師雲山法會錄--(弟子)謝大材	9487	3016
KR6q0372	為霖禪師旅泊菴稿--(弟子)太泉	43519	7400
KR6q0373	宗寶道獨禪師語錄--(法孫)今釋	36843	5515
KR6q0374	湛然圓澄禪師語錄--(門人)明凡	84012	8647
KR6q0375	玄沙師備禪師廣錄--(參學)智嚴	26421	3858
KR6q0376	玄沙師備禪師語錄-明-林弘衍	12792	3150
KR6q0377	薦福承古禪師語錄--(門人)文智	12431	2733
KR6q0378	法昌倚遇禪師語錄--(小師)宗密	14584	3365
KR6q0379	吳山淨端禪師語錄--(法孫)師皎	11380	3435
KR6q0380	慧林宗本禪師別錄--(嗣法)慧辯	5362	2105
KR6q0381	慈受懷深禪師廣錄--(侍者)善清	38265	5665
KR6q0382	紫柏尊者全集-明-德清	253694	12315
KR6q0383	紫柏尊者別集-明-錢謙益	31179	6071
KR6q0384	雲谷和尚語錄--(參學)宗敬	9294	2770
KR6q0385	聖箭堂述古-清-道霈	15033	4413
KR6q0386	憨山老人夢遊集--(侍者)福善日	380570	14364
KR6q0387	雲門麥浪懷禪師宗門設難-明-許元釗	5651	1867
KR6q0388	宗門寶積錄（序．凡例．目錄）-清-本晳	3681	1528
KR6q0389	憨山老人夢遊全集-明-德清	82096	7497
KR6q0390	密雲禪師語錄-明-圓悟	96576	8140
KR6q0391	趙州和尚語錄-唐-從諗	15450	2746
KR6q0392	雲門匡真禪師語錄-南漢-文偃	20824	2883
KR6q0393	松隱唯菴然和尚語錄-明-德然	10753	3185
KR6q0394	無趣老人語錄-明-如空	8224	2712
KR6q0395	無幻禪師語錄-明-性沖	13062	3546
KR6q0396	古庭禪師語錄輯略-明-善堅	41413	5498
KR6q0397	天隱和尚語錄-明-圓修	109260	7855
KR6q0398	壽昌無明和尚語錄-明-慧經	18580	4182
KR6q0399	天界覺浪盛禪師語錄-明-道盛	81324	7792
KR6q0400	大溈五峰學禪師語錄-明-如學	4805	1626
KR6q0401	大溈密印寺養拙明禪師語錄-清-正明	11239	3566
KR6q0402	破山禪師語錄-清-海明	103447	8212
KR6q0403	費隱禪師語錄-明-通容	108007	8156
KR6q0404	萬如禪師語錄-清-通微	47165	5952
KR6q0405	雪竇石奇禪師語錄-清-通雲	61014	6829
KR6q0406	牧雲和尚七會語錄-清-通門	28836	5295
KR6q0407	浮石禪師語錄-明-通賢	56030	6636
KR6q0408	林野奇禪師語錄-明-通奇	36934	5316
KR6q0409	天岸昇禪師語錄-清-昇	104413	8546
KR6q0410	入就瑞白禪師語錄-明-明雪	83615	8136
KR6q0411	三宜盂禪師語錄-明-明盂	89840	8810
KR6q0412	象田即念禪師語錄-明-淨現	24926	5135
KR6q0413	大休珠禪師語錄-清-珠	41475	5803
KR6q0414	隱元禪師語錄-清-隆琦	92938	7587
KR6q0415	昭覺丈雪醉禪師語錄-清-通醉	45924	6392
KR6q0416	鴛湖用禪師語錄-清-妙用	16168	4063
KR6q0417	博山無異大師語錄集要-明-元來	48772	6460
KR6q0418	雪關禪師語錄-明-智誾	109616	9161
KR6q0419	雪關和尚語錄-明-智誾	27450	5407
KR6q0420	石霜爾瞻尊禪師語錄-清-達尊	19681	4326
KR6q0421	百癡禪師語錄-清-元	192004	10758
KR6q0422	雲峨喜禪師語錄-清-喜	43834	5716
KR6q0423	斌雅禪師語錄-清-鑑	21388	4799
KR6q0424	介為舟禪師語錄-清-行舟	55686	7020
KR6q0425	笑堂和尚語錄-清-笑堂明哲	11122	3062
KR6q0426	古雪哲禪師語錄-明-真哲	117073	9520
KR6q0427	永濟融禪師語錄-清-融	11420	3169
KR6q0428	伏獅祇園禪師語錄-清-行剛（尼）	18948	4044
KR6q0429	季總徹禪師語錄-清-徹（尼）	31510	5432
KR6q0430	二隱謐禪師語錄-清-謐	44051	5701
KR6q0431	芝巖秀禪師語錄-清-秀	8036	2646
KR6q0432	懶石聆禪師語錄-清-聆	18722	3953
KR6q0433	紫竹林顓愚衡和尚語錄-清-觀衡	137645	10419
KR6q0434	法璽印禪師語錄-清-印	54847	6633
KR6q0435	楞嚴法璽印禪師語錄-清-印	12769	3312
KR6q0436	夔州臥龍字水禪師語錄-明-圓䂐	20418	4134
KR6q0437	山暉禪師語錄-清-璧	77526	7692
KR6q0438	嵩山野竹禪師錄-清-福慧	63417	7271
KR6q0439	法瀾澂禪師語錄-清-原澂	8576	2578
KR6q0440	天王水鑑海和尚六會錄-清-慧海	46280	6837
KR6q0441	天王水鑑海和尚五會錄-清-慧海	26608	5309
KR6q0442	天王水鑑海和尚住金粟語錄-清-慧海	16528	4316
KR6q0443	介菴進禪師語錄-清-悟進	56939	6808
KR6q0444	一初元禪師語錄-清-元	18853	3940
KR6q0445	蓮月禪師語錄-清-道正	35449	5152
KR6q0446	玉泉蓮月正禪師語錄-清-道正	11598	3065
KR6q0447	月幢了禪師語錄-清-了	15442	3663
KR6q0448	聚雲吹萬真禪師語錄-明-廣真	14254	3761
KR6q0449	吹萬禪師語錄-明-廣真	95656	9750
KR6q0450	慶忠鐵壁機禪師語錄-明-慧機	13323	3655
KR6q0451	慶忠鐵壁機禪師語錄-明-慧機	126220	10227
KR6q0452	鐵眉三巴掌禪師語錄-明-鐵眉號三巴掌	4208	1636
KR6q0453	耳庵嵩禪師語錄-清-嵩	4853	2020
KR6q0454	三山來禪師語錄-清-燈來	74796	7673
KR6q0455	嘉興退菴斷愚智禪師語錄-清-智	14073	3385
KR6q0456	普光坦菴禪師語錄-清-機峻	2759	1373
KR6q0457	達變權禪師語錄-清-顯權	24785	4594
KR6q0458	方融璽禪師語錄-清-如璽	29887	5084
KR6q0459	明州天童景德禪寺宏智覺禪師語錄-宋-正覺	24123	4648
KR6q0460	千巖和尚語錄-元-元長	34389	5415
KR6q0461	興善南明廣禪師語錄-明-慧廣	4733	1955
KR6q0462	不會禪師語錄-清-法通	41297	5198
KR6q0463	神鼎雲外澤禪師語錄-清-行澤	90235	8427
KR6q0464	壇溪梓舟船禪師語錄-明-船	29006	4625
KR6q0465	虛舟省禪師語錄-清-行省	33804	5869
KR6q0466	益州嵩山野竹禪師後錄-清-福慧	44758	6909
KR6q0467	兜率不磷堅禪師語錄-清-宗堅	19343	4107
KR6q0468	攖寧靜禪師語錄-清-智靜	60333	7326
KR6q0469	自閒覺禪師語錄-清-覺	30097	5041
KR6q0470	憨予暹禪師語錄-清-洪暹	22611	4094
KR6q0471	雲溪俍亭挺禪師語錄-清-淨挺	93740	8401
KR6q0472	屾峰憲禪師語錄-清-憲	33374	5566
KR6q0473	三峰藏和尚語錄-明-法藏	111450	9195
KR6q0474	朝宗禪師語錄-明-通忍	71987	6614
KR6q0475	南嶽繼起和尚語錄-清-弘儲	57865	6907
KR6q0476	燮雲璣禪師國清無畏堂語錄-清-濟璣	24734	5091
KR6q0477	國清大庾韜禪師語錄-清-行韜	10331	3295
KR6q0478	內紹種禪師語錄-清-種	23451	4477
KR6q0479	象崖珽禪師語錄-清-性珽	18472	4055
KR6q0480	雲腹智禪師語錄-清-道智	11814	3364
KR6q0481	雲叟住禪師語錄-清-住	23951	4507
KR6q0482	天界覺浪盛禪師嘉禾語錄-明-道盛	11550	3481
KR6q0483	青原愚者智禪師語錄-清-智	20927	4473
KR6q0484	南海寶象林慧弓詗禪師語錄-清-開詗	37194	4868
KR6q0485	寶持總禪師語錄-清-玄總（尼）	8761	2706
KR6q0486	慧覺衣禪師語錄-清-照衣	18568	4076
KR6q0487	佛語御禪師語錄-清-徹御	2225	1250
KR6q0488	華嚴聖可禪師語錄-清-德玉	28599	4716
KR6q0489	廣福山勝覺寺密印禪師語錄-清-真傳	65887	6919
KR6q0490	蘇州竹庵衍禪師語錄-清-真衍	11497	3282
KR6q0491	古林如禪師語錄-清-機如	14069	3609
KR6q0492	東山破峰重禪師語錄-清-普重	11983	3140
KR6q0493	雲幻宸禪師語錄-清-印宸	5736	2249
KR6q0494	綠蘿恒秀林禪師語錄-清-發林	12442	3516
KR6q0495	奇然智禪師語錄-清-超智	20951	4303
KR6q0496	秀野林禪師語錄-清-明林	33140	5687
KR6q0497	智覃正禪師語錄-清-最正	6025	2153
KR6q0498	百愚禪師語錄-清-淨斯	127092	9196
KR6q0499	觀濤奇禪師語錄-清-大奇	41257	6291
KR6q0500	文穆念禪師語錄-清-念	21864	4410
KR6q0501	佛古聞禪師語錄-清-行聞	16570	4206
KR6q0502	石璞質禪師語錄-清-超質	10444	3008
KR6q0503	大方禪師語錄-明-行海	28381	4885
KR6q0504	寂光豁禪師語錄-清-豁	28398	5169
KR6q0505	天台通玄寺獨朗禪師語錄-清-行曰	9988	3017
KR6q0506	蔗菴範禪師語錄-清-淨範	177159	10778
KR6q0507	草堂耨雲實禪師語錄-清-真實	9335	2779
KR6q0508	佛冤禪師語錄-清-徹綱	65923	7306
KR6q0509	印心佛敏訥禪師語錄-清-寂納	10909	3279
KR6q0510	憨休禪師語錄--繼堯	50971	6348
KR6q0511	遠菴僼禪師語錄-清-本僼	90295	8269
KR6q0512	古宿尊禪師語錄-清-尊	39169	6160
KR6q0513	神鼎一揆禪師語錄-清-元揆	69856	7319
KR6q0514	洪山俞昭允汾禪師語錄-清-允汾	27510	5072
KR6q0515	北京楚林禪師語錄-清-上睿	24623	4740
KR6q0516	長目電禪師語錄-清-光電	7732	2770
KR6q0517	寒松操禪師語錄-清-智操	108827	9246
KR6q0518	華巖還初佛禪師語錄-清-佛	12750	2972
KR6q0519	翼菴禪師語錄-清-善酇	48730	6655
KR6q0520	荊南內護國寺啟真誠禪師語錄-清-誠	13449	3924
KR6q0521	終南山蟠龍子肅禪師語錄-清-超遠	12391	2962
KR6q0522	鶴林天樹植禪師語錄-清-行植	11479	3278
KR6q0523	知空蘊禪師語錄-清-學蘊	11894	3375
KR6q0524	浦峰長明炅禪師語錄-清-性炅	10361	3038
KR6q0525	浦峰法柱棟禪師語錄-清-海棟	9843	2989
KR6q0526	廬山天然禪師語錄-明-函昰	96203	8615
KR6q0527	千山剩人禪師語錄-明-函可	49731	6442
KR6q0528	海幢阿字無禪師語錄-清-今無	36055	5834
KR6q0529	丹霞澹歸禪師語錄-明-今釋	36506	5283
KR6q0530	蓮峰禪師語錄-清-素	78180	7669
KR6q0531	德風禪師般若語錄-清-如惺	9328	2676
KR6q0532	三塔主峰禪師語錄-清-覺海	9568	2691
KR6q0533	黃蓮東巖禪師語錄-清-機琇	11189	3449
KR6q0534	山鐸真在禪師語錄-清-真在	23073	4610
KR6q0535	大悲妙雲禪師語錄-清-真雄	40789	5713
KR6q0536	天則能禪師語錄-清-機能	8754	2765
KR6q0537	晦嶽旭禪師語錄-清-旭	53866	6268
KR6q0538	華嚴不厭樂禪師語錄-清-道樂	12384	3205
KR6q0539	三峰半水元禪師語錄-清-元	2576	1309
KR6q0540	鶴峰禪師語錄-清-濟悟	11392	3425
KR6q0541	林我禪師語錄-清-鑑	18594	4114
KR6q0542	石關禪師語錄-清-芳桂	15524	3608
KR6q0543	香嚴禪師語錄-清-明耀	26712	4964
KR6q0544	青城竹浪生禪師語錄-清-徹生	42275	6194
KR6q0545	密行忍禪師語錄-清-寂忍	15345	3665
KR6q0546	盛京奉天般若古林禪師語錄-清-智	33118	5320
KR6q0547	玉泉其白富禪師語錄-清-德富	23483	4635
KR6q0548	雲峰體宗寧禪師語錄-清-寧	6762	2427
KR6q0549	幻住明禪師語錄-清-明	10736	2989
KR6q0550	純備德禪師語錄-清-廣德	11723	3284
KR6q0551	法幢遠禪師語錄-清-智遠	3530	1672
KR6q0552	伏獅義公禪師語錄-清-（尼）	5225	2109
KR6q0553	參同一揆禪師語錄-清-超琛（尼）	11640	3429
KR6q0554	衡山禪師語錄-清-燈炳	6796	2540
KR6q0555	高峰喬松億禪師語錄-清-玄億	16628	3914
KR6q0556	萬峰童真禪師語錄-清-至善	38395	5946
KR6q0557	大笑崇禪師語錄-清-崇	12375	3339
KR6q0558	玉眉亮禪師語錄-清-亮	4331	1932
KR6q0559	卓峰玨禪師語錄-清-性玨	5003	1970
KR6q0560	靈隱文禪師語錄-清-印文	14008	3245
KR6q0561	東山梅溪度禪師語錄-清-福度	51687	5929
KR6q0562	靈機禪師語錄-清-行觀	38308	5200
KR6q0563	祖亮啟禪師語錄-清-超啟	11680	2988
KR6q0564	敏樹禪師語錄-清-如相	39175	5792
KR6q0565	赤松領禪師語錄-清-道領	22665	4649
KR6q0566	侶巖荷禪師語錄-清-荷	26293	4774
KR6q0567	元潔瑩禪師語錄-清-淨瑩	50186	6611
KR6q0568	頻吉祥禪師語錄-清-智祥	100362	8116
KR6q0569	通天逸叟高禪師語錄-清-行高	3378	1459
KR6q0570	通天澹崖原禪師語錄-清-超原	7379	2802
KR6q0571	白雲象林本真禪師語錄-清-本真	5008	1938
KR6q0572	香巖洗心水禪師語錄-清-照水	12670	3804
KR6q0573	灤州萬善暉州昊禪師語錄-清-昊	20189	3824
KR6q0574	性空臻禪師語錄-清-行臻	22736	4462
KR6q0575	何一自禪師語錄-清-超自	15401	3495
KR6q0576	溈山古梅冽禪師語錄-清-定冽	29233	4882
KR6q0577	華嚴起宗真禪師語錄-清-真	6185	2183
KR6q0578	子雍如禪師語錄-清-成如尼	12416	3368
KR6q0579	山西柏山楷禪師語錄-清-德楷	32401	4706
KR6q0580	善一純禪師語錄-清-如純	20137	3993
KR6q0581	善權位禪師語錄-清-達位	7801	2688
KR6q0582	天一悅禪師語錄-清-大悅	3715	1560
KR6q0583	空谷道澄禪師語錄-清-道澄	89147	7514
KR6q0584	大博乾禪師語錄-清-乾	20395	3875
KR6q0585	盤山朗空順禪師語錄-清-順	5620	1911
KR6q0586	盤山了宗禪師語錄-清-超見	14539	3328
KR6q0587	逕庭宗禪師語錄-清-德宗	18364	4111
KR6q0588	別牧純禪師語錄-清-純	9729	2796
KR6q0589	天翼翔禪師語錄-清-巨翔	13382	3309
KR6q0590	雲山燕居申禪師語錄-清-德申	36279	6215
KR6q0591	昭覺竹峰續禪師語錄-清-真續	37600	5431
KR6q0592	竺峰敏禪師語錄-清-幻敏	58597	7042
KR6q0593	普門顯禪師語錄-清-燈顯	9036	3069
KR6q0594	鑑堂一禪師語錄-清-一	3763	1690
KR6q0595	翠崖必禪師語錄-清-必	11666	3169
KR6q0596	斗南暐禪師語錄-清-暐	11638	3088
KR6q0597	博山粟如瀚禪師語錄-清-弘瀚	29242	5058
KR6q0598	萬峰和尚語錄-明-時蔚	12849	3563
KR6q0599	磬山牧亭樸夫拙禪師語錄-清-拙	33115	5424
KR6q0600	雨山和尚語錄-清-上思	106657	8311
KR6q0601	幻有傳禪師語錄-明-圓悟	77945	7368
KR6q0602	雪嶠信禪師語錄-明-弘歇	68814	7566
KR6q0603	天隱修禪師語錄-明-通琇	110483	8146
:#+	0.00056117
KR6q0604	密雲怡禪師語錄-明-道忞	69195	7488
KR6q0605	大覺普濟能仁琇國師語錄-清-行岳	55301	6433
