# krno	tit	no of sp	uniq sp
KR6o0040	大乘集菩薩學論-宋-法稱菩薩	64114	4995
KR6o0041	集大乘相論-宋-覺吉祥智菩薩	4281	906
KR6o0042	集諸法寶最上義論-宋-善寂菩薩	4409	865
KR6o0043	提婆菩薩破楞伽經中外道小乘四宗論-後魏-提波菩薩	1615	327
KR6o0044	提婆菩薩釋楞伽經中外道小乘涅槃論-後魏-提波菩薩	1545	420
KR6o0045	隨相論-陳-德慧法師	11618	1866
KR6o0046	金剛針論-宋-法稱菩薩	2499	750
KR6o0047	尼乾子問無我義經-宋-馬鳴菩薩	730	412
KR6o0048	佛說立世阿毘曇論-陳-真諦	53240	3794
KR6o0049	彰所知論-元-發合思巴	13860	2496
KR6o0050	成實論-姚秦-訶梨跋摩	126138	4767
KR6o0051	四諦論-陳-婆藪跋摩	25297	2668
KR6o0052	解脫道論-梁-優波底沙	65200	3594
KR6o0053	三彌底部論--失譯	8702	1236
KR6o0054	辟支佛因緣論--失譯	6494	1937
KR6o0055	十二因緣論-後魏-淨意菩薩	967	399
KR6o0056	緣生論-隋-欝楞迦	3560	789
KR6o0057	大乘緣生論-唐-欝楞迦	3188	679
KR6o0058	因緣心論頌因緣心論釋--猛龍菩薩	909	359
KR6o0059	因緣心釋論開決記--	4912	1178
KR6o0060	止觀門論頌-唐-世親菩薩	1298	600
KR6o0061	寶行王正論-陳-真諦	8017	1850
KR6o0062	手杖論-唐-釋迦稱	2047	807
KR6o0063	諸教決定名義論-宋-慈氏菩薩	1129	405
KR6o0064	發菩提心經論-後秦-天親菩薩	7744	1709
KR6o0065	菩提資糧論-隋-龍樹	20359	2695
KR6o0066	菩提心離相論-宋-龍樹菩薩	2250	733
KR6o0067	菩提行經-宋-龍樹菩薩	11733	2086
KR6o0068	菩提心觀釋-宋-法天	754	324
KR6o0069	廣釋菩提心論-宋-蓮華戒菩薩	8304	1484
KR6o0070	金剛頂瑜伽中發阿耨多羅三藐三菩提心論-唐-不空	2080	883
KR6o0071	金剛頂菩提心論略記-唐-遍滿	7033	1968
KR6o0078	大乘起信論-梁-馬鳴菩薩	7239	1589
KR6o0079	大乘起信論-唐-馬鳴菩薩	7698	1733
KR6o0084	釋摩訶衍論-姚秦-龍樹菩薩	68364	3806
KR6o0085	釋摩訶衍論記-唐-聖法	1570	615
KR6o0086	釋摩訶衍論疏-唐-法敏	38521	3271
KR6o0087	釋摩訶衍論贊玄疏-宋-法悟	76705	4551
KR6o0088	釋摩訶衍論科-宋-普觀	11502	971
KR6o0089	釋摩訶衍論記-宋-普觀	79905	4771
KR6o0090	釋摩訶衍論通玄鈔-遼-志福	53927	4432
KR6o0098	大宗地玄文本論-陳-馬鳴菩薩	20148	1731
KR6o0099	大宗地玄文本論略註-清-楊文會	27990	2596
KR6o0100	大乘起信論義疏-隋-慧遠	27375	2636
KR6o0101	起信論疏-新羅-元曉	24001	2953
KR6o0102	起信論疏（選錄「科文」）-宋-子璿	9546	996
KR6o0103	大乘起信論疏-唐-法藏	34129	3407
KR6o0104	大乘起信論別記-新羅-元曉	14000	1915
KR6o0105	大乘起信論義記-唐-法藏	44356	3733
KR6o0106	大乘起信論義記別記-唐-法藏	8961	1369
KR6o0107	起信論疏筆削記-宋-子璿	115396	6168
KR6o0108	大乘起信論內義略探記-新羅-太賢	13297	2127
KR6o0109	大乘起信論裂網疏-明-智旭	39919	3649
KR6o0110	起信論一心二門大意-陳-智愷	1221	477
KR6o0111	起信論義疏-隋-曇延	15341	1913
KR6o0112	起信論疏記-新羅-元曉	36510	3390
KR6o0113	起信論同異集-唐-見登	21830	2470
KR6o0114	起信論纂註-明-真界	27511	2789
KR6o0115	起信論捷要-明-正遠	30510	3037
KR6o0116	起信論續疏-明-通潤	38538	4536
KR6o0117	大乘起信論疏略-唐-法藏	26989	3103
KR6o0118	起信論直解-明-德清	26639	2983
KR6o0119	起信論疏記會閱卷首--	17632	3638
KR6o0120	起信論疏記會閱-清-續法	169279	6991
KR6o0121	大乘起信論略述-唐-曇曠	32167	2772
KR6o0122	大乘起信論廣釋卷第三．四．五-唐-曇曠	53806	3565
KR6o0123	起信論註--	5288	1086
KR6o0124	那先比丘經--失譯	10246	1775
KR6o0125	那先比丘經--失譯	17013	2183
KR6o0126	福蓋正行所集經-宋-龍樹菩薩	24675	4102
KR6o0127	龍樹菩薩為禪陀迦王說法要偈-宋-求那跋摩	2407	1055
KR6o0128	勸發諸王要偈-宋-龍樹菩薩	2094	1039
KR6o0129	龍樹菩薩勸誡王頌-唐-義淨	2453	1133
KR6o0130	讚法界頌-宋-龍樹菩薩	1328	604
KR6o0131	廣大發願頌-宋-龍樹菩薩	420	225
KR6o0132	三身梵讚-宋-法賢	577	186
KR6o0133	佛三身讚-宋-西土賢聖	188	146
KR6o0134	佛一百八名讚-宋-法天	603	292
KR6o0135	一百五十讚佛頌-唐-摩咥里制吒	2483	994
KR6o0136	佛吉祥德讚-宋-寂友尊者	5831	1322
KR6o0137	七佛讚唄伽他-宋-法天	931	263
KR6o0138	犍稚梵讚-宋-法賢	3480	250
KR6o0139	八大靈塔梵讚-宋-西天戒日王	741	226
KR6o0140	佛說八大靈塔名號經-宋-法賢	398	224
KR6o0141	賢聖集伽陀一百頌-宋-天息災	1666	719
KR6o0142	事師法五十頌-宋-馬鳴菩薩	861	497
KR6o0143	密跡力士大權神王經偈頌-元-管主八	5955	1894
KR6o0144	請賓頭盧法-劉宋-慧簡	534	291
KR6o0145	賓頭盧突羅闍為優陀延王說法經-劉宋-求那跋陀羅	2560	1190
KR6o0146	迦葉仙人說醫女人經-宋-法賢	892	285
KR6o0147	勝軍化世百喻伽他經-宋-天息災	2146	972
KR6p0001	無量壽經會譯-清-魏源	8701	2420
KR6p0002	無量壽經記-唐-玄一	11848	2251
KR6p0003	無量壽經起信論-清-彭際清	22052	3916
KR6p0004	摩訶阿彌陀經衷論-清-王耕心	33068	5016
KR6p0005	釋觀無量壽佛經記-唐-法聰	10845	2388
KR6p0006	觀無量壽經疏妙宗鈔科-宋-知禮	5938	1070
KR6p0007	觀無量壽佛經疏妙宗鈔-隋-智顗	58286	4819
KR6p0008	觀無量壽佛經融心解-宋-知禮	2601	961
KR6p0009	觀無量壽經扶新論-宋-戒度	8734	2075
KR6p0010	觀無量壽經義疏正觀記-宋-戒度	43517	5446
KR6p0011	觀無量壽佛經圖頌-明-傳燈	4285	1581
KR6p0012	觀無量壽經直指疏-清-續法	22929	3607
KR6p0013	觀無量壽佛經約論-清-彭際清	3716	1284
KR6p0014	阿彌陀經異本--	169	139
KR6p0015	阿彌陀經義疏聞持記-宋-元照	23480	3811
KR6p0016	阿彌陀經句解-元-性澄	8536	2346
KR6p0017	阿彌陀經略解-明-大佑	5909	1932
KR6p0018	阿彌陀經略解圓中鈔-明-大佑	33128	4418
KR6p0019	阿彌陀經疏鈔-明-袾宏	74142	6737
KR6p0020	阿彌陀經疏鈔事義-明-袾宏	7191	2663
KR6p0021	阿彌陀經疏鈔問辯-明-袾宏	7894	2224
KR6p0022	阿彌陀經疏鈔演義-明-古德法師	84433	6887
KR6p0023	阿彌陀經疏鈔擷-明-徐槐廷	11398	2859
KR6p0024	阿彌陀經已決-明-大慧	3419	1310
KR6p0025	阿彌陀經要解便蒙鈔-明-智旭	63076	5493
KR6p0026	阿彌陀經略註-清-續法	12425	2617
KR6p0027	阿彌陀經註-清-鄭澄德	9328	2390
KR6p0028	阿彌陀經約論-清-彭際清	1570	804
KR6p0029	阿彌陀經直解正行-清-了根	21783	4051
KR6p0030	阿彌陀經摘要易解-清-真嵩	11085	2670
KR6p0031	佛說無量壽佛名號利益大事因緣經-曹魏-康僧鎧	723	393
KR6p0032	觀世音菩薩往生淨土本緣經--失譯	1848	799
KR6p0033	念佛超脫輪迴捷徑經--	866	518
KR6p0034	十往生阿彌陀佛國經--失譯	1495	710
KR6p0035	佛說阿彌陀佛根本祕密神咒經-曹魏-菩提流支	1943	817
KR6p0036	略論安樂淨土義-後魏-曇鸞	2826	1057
KR6p0037	安樂集-唐-道綽	17000	3273
KR6p0038	觀念阿彌陀佛相海三昧功德法門-唐-善導	7491	1735
KR6p0039	釋淨土群疑論-唐-懷感	46098	4460
KR6p0040	淨土十疑論-隋-智顗	4374	1431
KR6p0041	五方便念佛門-隋-智顗	1330	621
KR6p0042	淨土論-唐-迦才	19333	3282
KR6p0043	西方要決釋疑通規-唐-基	6795	1876
KR6p0044	遊心安樂道-新羅-元曉	9300	2192
KR6p0045	念佛鏡-唐-道鏡	13118	2737
KR6p0046	念佛三昧寶王論-唐-飛錫	10802	2984
KR6p0047	往生淨土決疑行願二門-宋-遵式	3331	1375
KR6p0048	樂邦文類-宋-宗曉	79531	8829
KR6p0049	樂邦遺稿-宋-宗曉	17292	4551
KR6p0050	龍舒增廣淨土文-宋-王日休	34859	5675
KR6p0051	注十疑論-宋-澄彧	7119	1973
KR6p0052	淨土境觀要門-元-懷則	2325	898
KR6p0053	淨土或問-元-天如則	11156	2957
KR6p0054	廬山蓮宗寶鑑-元-普度	49547	7036
KR6p0055	寶王三昧念佛直指-明-妙叶	27756	4735
KR6p0056	淨土生無生論-明-傳燈	2813	936
KR6p0057	西方合論-明-袁宏道	34300	5337
KR6p0058	淨土疑辨-明-袾宏	850	573
KR6p0059	淨土指歸集-明-大佑	37267	5969
KR6p0060	淨土簡要錄-明-道衍	10948	3027
KR6p0061	歸元直指集-明-宗本	65241	8364
KR6p0062	淨土決-明-李贄	12098	3293
KR6p0063	答四十八問-明-袾宏	8067	2461
KR6p0064	西方願文-明-袾宏	1981	870
KR6p0065	淨土資糧全集-明-袾宏	82126	8674
KR6p0066	西方直指-明-一念	14870	3899
KR6p0067	淨土十要-明-成時	114713	9057
KR6p0068	西方合論標註-明-明教	33519	5253
KR6p0069	淨慈要語-明-元賢	12347	3455
KR6p0070	淨土生無生論註-明-正寂	15040	2557
KR6p0071	淨土生無生論親聞記-明-受教	19996	3016
KR6p0072	蓮邦詩選-明-廣貴	18957	4210
KR6p0073	讚阿彌陀佛偈-後魏-曇鸞	2763	892
KR6p0074	轉經行道願往生淨土法事讚-唐-善導	12975	2274
KR6p0075	往生禮讚偈-唐-善導	7362	1575
KR6p0076	依觀經等明般舟三昧行道往生讚-唐-善導	8660	1505
KR6p0077	集諸經禮懺儀-唐-智昇	14148	2318
KR6p0078	淨土五會念佛略法事儀讚-唐-法照	14061	2482
KR6p0079	往生淨土懺願儀-宋-遵式	4214	1392
KR6p0080	十二禮--龍樹菩薩	412	217
KR6p0081	三時繫念佛事-宋-延壽	4595	1549
KR6p0082	三時繫念儀範-宋-延壽	8976	2668
KR6p0083	無量壽佛讚註-宋-元照	2730	1095
KR6p0084	禮念彌陀道場懺法-元-王子成	47459	5487
KR6p0085	西歸行儀-清-古崑	5012	1504
KR6p0086	西方要決科註--	17834	3353
KR6p0087	西方發願文註-清-實賢	6703	1893
KR6p0088	淨土生無生論會集-清-達默	23303	3507
KR6p0089	雲棲淨土彙語-清-虞執西	17673	4225
KR6p0090	淨土旨訣-清-道霑	7478	2409
KR6p0091	淨土晨鐘-清-周克	65234	8218
KR6p0092	西歸直指-清-周夢顏	24318	5086
KR6p0093	淨土警語-清-行策	9822	2931
KR6p0094	起一心精進念佛七期規式-清-行策	3855	1274
KR6p0095	淨土全書-清-俞行敏	39324	6509
KR6p0096	角虎集-清-濟能	38592	6444
KR6p0097	東海若解-唐-柳子厚	4378	1444
KR6p0098	省菴法師語錄-清-彭際清	27328	5530
KR6p0099	重訂西方公據-清-彭際清	12072	3247
KR6p0100	念佛警策-清-彭際清	23150	4572
KR6p0101	徹悟禪師語錄-清-了亮	19483	3942
KR6p0102	淨業知津-清-悟開	3059	1316
KR6p0103	念佛百問-清-悟開	8611	2584
KR6p0104	徑中徑又徑-清-張師誠	45425	6835
KR6p0105	勸修淨土切要-清-真益願	9261	2595
KR6p0106	淨土隨學-清-古崑	23082	3507
KR6p0107	淨土必求-清-古崑	6636	1893
KR6p0108	淨土承恩集-清-芳慧	12654	2690
KR6p0109	念佛三昧-清-瑞聖歎	590	315
KR6p0110	西方確指-清-覺明菩薩	10012	2874
KR6p0111	清珠集-清-治兆	27061	5123
KR6p0112	蓮邦消息-清-妙空子	11639	3040
KR6p0113	淨土極信錄-清-戒香	15609	3426
KR6p0114	念佛起緣彌陀觀偈直解-清-張淵	4135	1386
KR6p0115	淨土證心集-清-卍蓮	22166	4350
KR6p0116	蓮宗必讀-清-古崑	30908	5171
KR6p0117	淨土神珠-清-古崑	18357	3816
KR6p0118	淨業痛策-清-照瑩	5433	1771
KR6p0119	時時好念佛-清-果能	3886	1599
KR6p0120	啟信雜說-清-周思仁	5468	2129
KR6p0121	淨土紺珠-清-德真	27385	4591
KR6p0122	修西輯要-清-信庵	6770	1798
KR6p0123	蓮修起信錄-清-程兆鸞	24812	4861
KR6p0124	報恩論-清-沈善登	71001	8136
KR6p0125	持名四十八法-清-鄭韋庵	4450	1704
KR6p0126	唯心集-清-乘戒	2155	1240
KR6p0127	影響集-清-尼量海	2783	1367
KR6p0128	二林唱和詩-清-彭紹升	3056	1612
KR6p0129	觀河集節鈔-清-彭紹升	7175	2546
KR6p0130	測海集節鈔-清-彭紹升	2467	1400
KR6p0131	瓊樓吟稿節鈔-清-陶善	2983	1563
KR6p0132	蓮修必讀-清-觀如	27805	5214
KR6p0133	普能嵩禪師淨土詩-清-德潤	5088	1701
KR6p0134	淨土救生船詩-清-寬量	2800	1472
KR6p0135	略諸經論念佛法門往生淨土集卷上-唐-慧日	6376	1895
KR6p0136	淨土五會念佛誦經觀行儀卷中．下-唐-法照	20704	3220
KR6p0137	大乘淨土讚--	331	229
KR6p0138	持齋念佛懺悔禮文--	2021	931
KR6p0139	道安法師念佛讚--	324	238
KR6p0140	道安法師念佛讚文--	168	151
KR6q0001	曆代法寶記--	18165	3483
KR6q0002	祖堂集-南唐-	152709	8337
KR6q0003	景德傳燈錄-宋-道原	273347	11503
KR6q0004	天聖廣燈錄-宋-李遵勗	134685	8887
KR6q0005	五家正宗贊-宋-紹曇	42628	6057
KR6q0006	建中靖國續燈錄目錄-宋-惟白	14488	1425
KR6q0007	建中靖國續燈錄-宋-惟白	171912	9451
KR6q0008	聯燈會要-宋-悟明	237679	10025
KR6q0009	嘉泰普燈錄總目錄-宋-正受	13357	1978
KR6q0010	嘉泰普燈錄-宋-正受	189332	11363
KR6q0011	五燈會元目錄-宋-普濟	12678	2015
KR6q0012	五燈會元-宋-普濟	406475	13104
KR6q0013	五燈會元續略-明-淨柱	91868	8768
KR6q0014	禪宗正脉-明-如巹	179460	10283
KR6q0015	續傳燈錄目錄--	19005	1866
KR6q0016	續傳燈錄--	248533	11681
KR6q0017	增集續傳燈錄-明-文琇	93428	8775
KR6q0018	五燈嚴統目錄-明-通容	21416	3326
KR6q0019	五燈嚴統-明-通容	470861	13803
KR6q0020	五燈嚴統解惑編-明-通容	10293	2772
KR6q0021	五燈全書目錄-清-超永	42679	4013
KR6q0022	五燈全書-清-超永	1025415	16547
KR6q0023	指月錄-明-瞿汝稷	376431	12985
KR6q0024	續指月錄-清-聶先	157954	10539
KR6q0025	揞黑豆集-清-心圓	119365	9313
KR6q0026	教外別傳-明-黎眉	227828	10815
KR6q0027	續燈正統目錄-清-性統	16689	2428
KR6q0028	續燈正統-清-性統	243337	11859
KR6q0029	續燈存稿目錄--	4515	1149
KR6q0030	續燈存稿-明-通問	134981	9808
KR6q0031	正源略集目錄--	4383	1034
KR6q0032	正源略集-清-際源	93176	8345
KR6q0033	正源略集補遺-清-達珍	2476	1354
KR6q0034	錦江禪燈目錄-清-通醉	9366	2267
KR6q0035	錦江禪燈-清-通醉	106129	10256
KR6q0036	黔南會燈錄-清-如純	37022	5508
KR6q0037	普陀列祖錄-清-通旭	6471	2633
KR6q0038	繼燈錄-明-元賢	52008	7061
KR6q0039	居士分燈錄-明-朱時恩	41312	7012
KR6q0040	禪林僧寶傳-宋-惠洪	67311	8254
KR6q0041	僧寶正續傳-宋-祖琇	29443	5664
KR6q0042	南宋元明禪林僧寶傳-清-自融	77764	8750
KR6q0043	皇明名僧輯略-明-袾宏	16862	4058
KR6q0044	建州弘釋錄-明-元賢	21039	5026
KR6q0045	八十八祖道影傳贊-明-德清	37479	6347
KR6q0046	山菴雜錄-明-無慍	23128	5354
KR6q0047	正宗心印後續聯芳-明-善燦	9212	1638
KR6q0048	祖庭指南-清-徐昌治	37452	6122
KR6q0049	先覺集-明-陶明潛	725	514
KR6q0050	先覺宗乘-清-圓信	36833	5781
KR6q0051	優婆夷志-清-圓信	6495	2077
KR6q0052	先覺宗乘（選錄「帝王問道錄」）-明-郭凝之	6234	2197
KR6q0053	鎮州臨濟慧照禪師語錄-唐-慧然	12437	2703
KR6q0054	汾陽無德禪師語錄-宋-楚圓	34272	5151
KR6q0055	黃龍慧南禪師語錄-宋-惠泉	9840	2911
KR6q0056	楊岐方會和尚語錄-宋-仁勇	5891	1909
KR6q0057	楊岐方會和尚後錄--	2567	1046
KR6q0058	法演禪師語錄-宋-才良	19248	3976
KR6q0059	圓悟佛果禪師語錄-宋-紹隆	100344	7192
KR6q0060	大慧普覺禪師語錄-宋-蘊聞	132557	8385
KR6q0061	大慧普覺禪師宗門武庫-宋-道謙	15494	3729
KR6q0062	大慧普覺禪師普說-宋-蘊聞	144555	8389
KR6q0063	大慧普覺禪師年譜-宋-祖詠	19783	4810
KR6q0064	密菴和尚語錄-宋-崇岳	25953	4527
KR6q0065	虛堂和尚語錄-宋-妙源	75402	7560
KR6q0066	筠州洞山悟本禪師語錄-日本-慧印	11940	2964
KR6q0067	瑞州洞山良价禪師語錄-明-語風圓信	7845	1983
KR6q0068	撫州曹山元證禪師語錄-日本-慧印	9027	2135
KR6q0069	撫州曹山本寂禪師語錄-日本-玄契	9736	2308
KR6q0070	宏智禪師廣錄-宋-宗法	119961	7788
KR6q0071	如淨和尚語錄-宋-文素	11412	3003
KR6q0072	天童山景德寺如淨禪師續語錄-宋-義遠	3482	1426
KR6q0073	雲門匡真禪師廣錄-宋-守堅	31222	3827
KR6q0074	明覺禪師語錄-宋-惟蓋竺	41372	5491
KR6q0075	潭州溈山靈祐禪師語錄-明-語風圓信	5545	1627
KR6q0076	袁州仰山慧寂禪師語錄-明-語風圓信	6963	1919
KR6q0077	金陵清涼院文益禪師語錄-明-語風圓信	6176	1784
KR6q0078	佛果圜悟禪師碧巖錄-宋-重顯	99898	6543
KR6q0079	萬松老人評唱天童覺和尚頌古從容庵錄-宋-正覺	73305	7729
KR6q0080	無門關-宋-宗紹	5966	1923
KR6q0081	人天眼目-宋-智昭	31075	5459
KR6q0082	南宗頓教最上大乘摩訶般若波羅蜜經六祖惠能大師於韶州大梵寺施法壇經-唐-法海	8338	1742
KR6q0083	六祖大師法寶壇經-元-宗寶	19240	3868
KR6q0084	少室六門--	10513	2379
KR6q0085	信心銘-隋-僧璨	466	306
KR6q0086	最上乘論-唐-弘忍	2287	922
KR6q0087	黃檗山斷際禪師傳心法要-唐-裴休	4684	1473
KR6q0088	黃檗斷際禪師宛陵錄-唐-裴休	3199	1148
KR6q0089	禪宗永嘉集-唐-玄覺	8786	2395
KR6q0090	永嘉證道歌-唐-玄覺	1661	984
KR6q0091	禪源諸詮集都序-唐-宗密	16892	3348
KR6q0092	宗鏡錄-宋-延壽	554367	10465
KR6q0093	萬善同歸集-宋-延壽	37847	5268
KR6q0094	永明智覺禪師唯心訣-宋-延壽	5097	1822
KR6q0095	真心直說-高麗-知訥	5228	1694
KR6q0096	誡初心學人文-高麗-知訥	1534	912
KR6q0097	高麗國普照禪師修心訣-高麗-知訥	4089	1428
KR6q0098	禪宗決疑集-元-智徹	7060	2371
KR6q0099	禪林寶訓-宋-淨善	26024	5143
KR6q0100	緇門警訓-明-如巹	59667	8412
KR6q0101	禪關策進-明-袾宏	10871	3028
KR6q0102	勅修百丈清規-元-德煇	58572	5845
KR6q0103	無心論--	953	448
KR6q0104	南天竺國菩提達摩禪師觀門--	360	200
KR6q0105	觀心論--	2685	1041
KR6q0106	大乘無生方便門--	4633	934
KR6q0107	大乘開心顯性頓悟真宗論-唐-慧光	3423	1157
KR6q0108	大乘北宗論--	324	113
KR6q0109	楞伽師資記-唐-淨覺	7970	2387
KR6q0110	傳法寶紀-唐-杜朏	796	481
KR6q0111	讚禪門詩--	1224	395
KR6q0112	菩提達磨大師略辨大乘入道四行觀-梁-菩提達磨	777	510
KR6q0113	達磨大師血脉論-梁-菩提達磨	3182	1035
KR6q0114	達磨大師悟性論-梁-菩提達磨	2578	831
KR6q0115	達磨大師破相論-梁-菩提達磨	2965	1098
KR6q0116	修禪要訣-北天竺-覺愛	2870	1131
KR6q0117	頓悟入道要門論-唐-慧海	5893	1380
KR6q0118	諸方門人參問語錄-唐-慧海	5881	1799
KR6q0119	中華傳心地禪門師資承襲圖-唐-裴休	4597	1538
KR6q0120	宗門十規論-唐-文益	2662	1434
KR6q0121	定慧相資歌-宋-延壽	673	451
KR6q0122	警世-宋-延壽	721	474
KR6q0123	心賦注-宋-延壽	67724	6402
KR6q0124	智覺禪師自行錄-宋-文冲	6338	1792
KR6q0125	祇園正儀-宋-道楷	720	530
KR6q0126	臨濟宗旨-宋-慧洪	2566	1186
KR6q0127	智證傳-宋-慧洪	23212	4800
KR6q0128	(重編)曹洞五位顯訣-宋-慧霞	18065	3362
KR6q0129	寶鏡三昧本義-清-行策	4978	1454
KR6q0130	寶鏡三昧原宗辨謬說-清-淨訥	2358	781
KR6q0131	溈山警策註-宋-守遂	4736	1945
KR6q0132	溈山警策句釋記-明-弘贊	25468	4659
KR6q0133	證道歌註-宋-彥琪	18692	4108
KR6q0134	永嘉禪宗集註-明-傳燈	31612	4548
KR6q0135	百丈清規證義記-清-儀潤	168896	11124
KR6q0136	(重雕補註)禪苑清規-宋-宗賾	37366	4396
KR6q0137	入眾日用-宋-宗壽	2724	980
KR6q0138	入眾須知--	11706	2041
KR6q0139	幻住庵清規-元-明本	18956	3800
KR6q0140	叢林校定清規總要-宋-惟勉	30156	3082
KR6q0141	禪林備用清規-元-弌咸	49390	4360
KR6q0142	叢林兩序須知-明-通容	8934	1694
KR6q0143	禪林疏語考證-明-元賢	46654	7038
KR6q0144	初學記-元-清覺	8370	2373
KR6q0145	正行集-元-清覺	1539	812
KR6q0146	禪家龜鑑-朝鮮-退隱	7380	2433
KR6q0147	宗門玄鑑圖-明-虗一	6178	1991
KR6q0148	博山禪警語-明-元來	12455	2818
KR6q0149	禪宗直指-明-石成金	5922	1962
KR6q0150	禪門鍛鍊說-明-戒顯	13079	3340
KR6q0151	列祖提綱錄-清-行悅	306239	11944
KR6q0152	祖庭事苑-宋-善卿	109626	12008
KR6q0153	禪林寶訓音義-明-大建	26739	6088
KR6q0154	禪林寶訓合註-清-張文嘉	51405	7719
KR6q0155	禪林寶訓拈頌-清-行盛	5475	2327
KR6q0156	禪林寶訓順硃-清-德玉	89671	8329
KR6q0157	禪林寶訓筆說-清-智祥	106545	9555
KR6q0158	叢林公論-宋-惠彬	8714	3160
KR6q0159	十牛圖頌-宋-師遠	1327	792
KR6q0160	十牛圖頌-明-胡文煥	1113	658
KR6q0161	十牛圖和頌--	5084	1638
KR6q0162	禪門寶藏錄-高麗-天頙	9441	2773
KR6q0163	普明禪師牧牛圖頌-明-普明	4620	1440
KR6q0164	牧牛圖頌-明-普明	5622	1694
KR6q0165	高峰龍泉院因師集賢語錄-元-如瑛	43876	6386
KR6q0166	禪宗雜毒海-清-性音	33216	5333
KR6q0167	五宗原-明-法藏	8949	2629
KR6q0168	闢妄救略說-明-圓悟	80516	7318
KR6q0169	五家宗旨纂要-清-性統	22816	4260
KR6q0170	宗範-清-錢伊庵	71886	6866
KR6q0171	慨古錄-明-圓澄	9437	2913
KR6q0172	祖庭鉗鎚錄-明-通容	14389	3440
KR6q0173	千松筆記-明-大韶	7346	2558
KR6q0174	萬法歸心錄-清-超溟	24912	4381
KR6q0175	禪宗指掌-清-行海	2274	828
KR6q0176	觀心玄樞-宋-延壽	11928	3048
KR6q0177	證道歌頌-宋-法泉繼	7389	2597
KR6q0178	證道歌註-宋-知訥	5498	2039
KR6q0179	證道歌註-元-永盛	11597	3210
KR6q0180	溈山警策註-明-大香	5286	2053
KR6q0181	續原教論-明-沈士榮	13887	3430
KR6q0182	道餘錄-明-姚廣孝	8614	2444
KR6q0183	蕅益三頌-明-智旭	6632	2451
KR6q0184	周易禪解-明-智旭	72480	6308
KR6q0185	天樂鳴空集-明-鮑宗肇	35176	5269
KR6q0186	黃蘗無念禪師復問-明-深有	30009	5376
KR6q0187	護法錄-明-宋濂	119153	10631
KR6q0188	寒山子詩集-唐-閭丘胤	13638	3792
KR6q0189	密藏開禪師遺稿-明-道開	49165	7197
KR6q0190	闢邪集-明-鍾始聲	5534	1763
KR6q0191	醒世錄-清-徐昌治	105720	9141
KR6q0192	無依道人錄-清-徐昌治	11879	3798
KR6q0193	石門文字禪-宋-德洪	176996	11793
KR6q0194	天真毒峰善禪師要語-明-本善	8772	2598
KR6q0195	曹溪一滴-明-周理	16314	4121
KR6q0196	大巍禪師竹室集-明-淨倫	9129	2825
KR6q0197	浮山法句-明-本智	5194	2224
KR6q0198	徹庸和尚谷響集-明-徹庸	8610	2878
KR6q0199	天童弘覺忞禪師北遊集-清-道忞	25071	5328
KR6q0200	布水臺集-明-道忞	160529	12531
KR6q0201	石雨禪師法檀-明-明方	90509	8200
KR6q0202	古瓶山牧道者究心錄-明-真本	21610	4774
KR6q0203	蕅益大師佛學十種（選錄「性學開蒙」．「梵室偶談」兩種）-明-智旭	10179	2685
KR6q0204	頌古合響集-明-徹（尼）	6947	2284
KR6q0205	絕餘編-明-智旭	26706	5310
KR6q0206	鄂州龍光達夫禪師雞肋集-清-蘊上	18189	5046
KR6q0207	頌古鉤鉅-清-蘊上	16399	3684
KR6q0208	集文字禪-清-蘊上	5848	2048
KR6q0209	高峰三山來禪師年譜-清-性統	20752	4766
KR6q0210	怡山禮佛發願文略釋-清-書玉	12872	2943
KR6q0211	大懺悔文略解-清-書玉	14841	2703
KR6q0212	牧雲和尚嬾齋別集-明-通明	121091	10192
KR6q0213	牧雲和尚宗本投機頌-明-通明	32427	5511
KR6q0214	雲棲法彙（選錄）-明-袾宏	239418	13416
KR6q0215	虛舟禪師註八識規矩頌-清-行省	10469	2180
KR6q0216	天台三聖詩集和韻-元-梵琦	39026	6209
KR6q0217	擬寒山詩-明-張守約	9839	3216
KR6q0218	學佛考訓-清-淨挺	28664	6233
KR6q0219	漆園指通-清-淨挺	28886	5142
KR6q0220	靈樹遠禪師雲嵒集-清-僧遠	22789	4895
KR6q0221	天界覺浪盛禪師全錄-明-道盛	263812	12686
KR6q0222	解惑篇-清-弘贊	58003	8981
KR6q0223	木人剩稿-清-弘贊	40232	6827
KR6q0224	靈瑞尼祖揆符禪師妙湛錄-清-符（尼）	28880	4631
KR6q0225	靈瑞禪師嵒華集-清-符（尼）	19599	4031
KR6q0226	靈峰蕅益大師宗論-明-智旭	222509	11644
KR6q0227	道德經順硃-清-德玉	22462	3805
KR6q0228	錦屏破石卓禪師雜著-明-悟卓	1237	856
KR6q0229	憨休禪師敲空遺響-清-如乾	87137	9289
KR6q0230	調實居士證源錄-清-陸瑛	8966	2813
KR6q0231	即非禪師全錄-清-如一	133659	10139
KR6q0232	高峰三山來禪師疏語-清-燈來	14716	3249
KR6q0233	別菴禪師同門錄-清-性統	19133	4187
KR6q0234	正覺潤光澤禪師澡雪集-清-澤	7632	2990
KR6q0235	一貫別傳-清-廣真	40098	5932
KR6q0236	古音王傳-清-廣真	10034	3167
KR6q0237	野雲映禪師宗統頌-清-燈映	5848	2147
